"Professor","Class_Code","Class_Name","Dept","Dept.Type","Overall_Rating","Easiness","Clarity","Workload","Helpfulness","Average_A_Plus","Average_A","Average_A_Minus","Average_B_Plus","Average_B","Average_B_Minus","Average_C_Plus","Average_C","Average_C_Minus","Average_D_Plus","Average_D","Average_D_Minus","Average_F","Avg_GPA","Review","Review.Quarter","Reviewer.Grade"
"Amber J Reilly","CHEM 30BL","Organic Chemistry Laboratory I","CHEM","stem",4.3,3.2,4.2,3.1,4.6,0.013375,0.22375,0.296875,0.1935,0.1455,0.048,0.045875,0.0175,0.011625,0,0.002375,0.002375,0,3.4159,"Reilly was kinda inconsistent this quarter. She's usually known for being super responsive and quick to update students with any changes, but this quarter seemed to be the opposite. Replying to most messages at the end of the week all at once with an update email, delaying deadlines (which was not necessarily a bad thing, just added onto the inconsistency), and having the class weighed heavily on the final. Again, this is a lab class so a majority of the points were TA dependent, but the labs were definitely forgiving. However, having 40% of your grade depending on the final seemed pretty unreasonable, considering that there is no midterm to bump it up and many were calling for an online exam. Class was good but could've been much better.","Fall 2021","B+"
"Brent Corbin","CHEM 96","Special Courses in Chemistry","CHEM","stem",4.2,1.2,4.2,1.3,4.3,0,0.400833333333333,0.0533333333333333,0.0731666666666667,0.234,0.0745,0.0535,0.0653333333333333,0.041,0,0.00483333333333333,0,0,3.27351666666667,"He's a good professor but he really shows no mercy in this course. You will need to dedicate a lot of your time to receive a 50% raw test score. HOWEVER, this man's curves save your grade, and he also generally grades based on your engagement and drive to learn.He might discourage a lot of students from future STEM classes but it's hard to get a C in his class. Also, there were PDFs for the textbook too so cost didn't really matter.","Summer 2020","B"
"Chong Liu","CHEM C173","Electrochemical Systems","CHEM","stem",4,2.7,4,3.3,4.3,0.143,0.786,0,0.071,0,0,0,0,0,0,0,0,0,3.9503,"If you've taken 172, this class is structured quite similarly with 3 psets and a take-home final. If you're looking at the grade distribution to decide to take this class, I'd take caution as the TA from the previous quarters has left and the newer TA is a bit tougher so it might not be a super easy A as it was before. The content was interesting but was a bit indigestible from the mountains of math and derivations with little talk about practical applications. You're also expected to be able to process a lot of the data that is not taught in class so be prepared for that. The psets are also quite hard and time-consuming and the only advice I have here is to work with others as the book and lectures don't help you at all.  Also, the TAs were incredibly helpful albeit everything so email and go to their office hours if you need help! I'd probably stay away from this class unless you're interested in doing research in the field.","Fall 2022","A"
"Sabeeha S Merchant","CHEM C161A","Plant Biochemistry","CHEM","stem",4.1,2.3,4.1,2.3,4,0.05,0.2865,0.207,0.191,0.1205,0.0955,0.05,0,0,0,0,0,0,3.47655,"This class was probably my favorite class in all of the chemistry department. Initially, the class can seem very difficult just by looking at the syllabus - there are about 4 or 5 presentations, 3 tests, and 3 homework assignments. The class was very small, it is capped at 20 students. While she lectures in depth about plant biochemistry, the exams did not test your knowledge on it directly like the tests you may have taken in previous classes. This class is ALL ABOUT READING RESEARCH PAPERS. The book is crazy detailed, but by all means is unnecessary to take this class. I sat in class and listened but didn't take notes. The presentations are in groups of 2 or 3 and are on selected papers about various studies on plants. The first presentation was a little bit rocky for everyone but we quickly got the hang of it and by the end of class it was a breeze. She is very approachable and nice, and a very good teacher. She will teach you how to dissect research papers, make judgements, and argue/comment on them. She often provides examples applicable to ""real life"" and expands on topics - all to enhance your understanding. She's very interesting and there is a ton to be learned from her. For the exam, you're given a research paper you haven't seen, and a packet of questions to test your understanding on it...and one hour to answer them. Just like the presentations, this became easier as the quarter progressed - showing how our skills have developed. The homework assignments were a bit time consuming, but they weren't too difficult (1.gather research, 2.research on a protein, 3.propose a genetically engineered plant). Like I said, it was my favorite class because of the friendly environment and the skills I actually gained(as opposed to forgetting everything you memorized after the final). We also had a few MOVIE DAYS(on GMO/GE plants), a fun debate day on GMO/GE plants, and on the day we turned in our final homework assignment(on week 10!), she bought us all our OWN custom PIZZA from 800 degrees. I really, really suggest you take this class if you're interested in plants, if you want a small class size, if you want to make a few friends, if you need skills in reading research papers in your career path, and if you like pizza :) Although she probably wont do that every quarter haha.",NA,NA
"Jay D Gralla","CHEM C159A","Mechanisms in Regulation of Transcription I","CHEM","stem",4.2,1.5,4.7,1.3,3.2,0,0.222,0.556,0,0.222,0,0,0,0,0,0,0,0,3.6112,NA,NA,NA
"Christopher D Anderson","CHEM 30A","Chemical Dynamics and Reactivity: Introduction to Organic Chemistry","CHEM","stem",3.6,1,3.2,1.6,4.6,0.003,0.059,0.146,0.073,0.146,0.108,0.181,0.143,0.059,0.028,0.028,0.014,0.01,2.6355,"He's a very nice professor.  Very new.  Very young.  He lectures right out of the book (so you don't really need to go to lecture, because usually he'll end up confusing people and calling things the wrong name)...  He confuses ""E"" and ""Z"" and ""R"" and ""S"" all the time, and keeps messing up and calling things by the wrong title.  I'm sure it's just because he's nervous, but it's still pretty confusing.  His 1st midterm was nice.  The 2nd midterm though -- man, I wasn't prepared for it at all.  Study Cantrill's tests.  Go to discussion; they usually cleared up everything for me.",NA,NA
"M Chatterjee","CHEM 30A","Chemical Dynamics and Reactivity: Introduction to Organic Chemistry","CHEM","stem",2.8,1.5,2.5,2,3.2,0.078,0.06,0.037,0.19,0.082,0.093,0.119,0.146,0.063,0,0.06,0,0.071,2.5458,NA,NA,NA
"Shuming Chen","CHEM 30A","Chemical Dynamics and Reactivity: Introduction to Organic Chemistry","CHEM","stem",4.8,2.2,4.7,2.8,4.9,0.191,0.074,0.107,0.098,0.126,0.158,0.06,0.065,0.019,0.014,0.023,0.023,0.042,2.9415,"Shuming is amazing! Organic Chemistry is not easy but she tries her best to make sure every student is successful and well prepared. She gives out A TON of practice problem sets (outside of the homework problem sets), she gives a bunch of practice exams that don’t mirror the exams but they do help you learn the skills that you will need for the actual exam, and she hosts WEEKLY reviews to go over materials that are taught the previous week.  Her exams are extremely difficult, but she tells you so and prepares you very well for them. The average for the first exam was a B- and the second was a B, which in her class a B- is 70-75% and a B is 75-80%. I got a 109/120 on the first midterm and 111/120 on the second and i got an email from her writing to congratulate me on my scores. The final is a monster! I got a 131/215, which was above average somehow. She does give out 2% extra credit for your overall grade in the class though, so make sure to do Bacon and evaluations. In her straight scale, and A is 90-95% but I ended up with an 83.something% (extra credit already included) and she curved the class enough for me to get an A. Overall 10/10 would take again.","Spring 2019","A"
"Patrick G Harran","CHEM 30A","Chemical Dynamics and Reactivity: Introduction to Organic Chemistry","CHEM","stem",4.3,2.6,4.8,2.9,4.3,0.0605,0.115,0.03325,0.06175,0.24625,0.0755,0.059,0.16325,0.06675,0.02175,0.0565,0.01625,0.0245,2.643225,"I loved this class so much.  The professor was very knowledgable of the subject and expanded the content we learned to other interesting things. Harran made jokes here and there and you could tell he really loved the subject. His lectures were pretty good because he does a demonstration mostly on the whiteboard to explain concepts while the slides were there to lay out organized and detailed tables that are helpful to review. The class was engaging and the TAs were wonderful and they busted their butts off to help all of the students. I really liked how direct the grading and exams were. The scores came out pretty fast as well. Despite the gnarly averages, the curves helped a lot. I ended up getting a 90 and then a 70 on the midterms and ended up getting an A. As long as you score over the average by a margin of 15-25 I don't think you do not have to worry about getting below an A. There were many resources and helpful resources, the best being the professors and TAs themselves. The textbook is genuinely the best thing to study if you want to understand the content well. It takes a lot of time and effort to really understand the material. This class is a reflection of how if you really want it, you can have it, but you need to work hard for it.","Fall 2022","A"
"Craig A Merlic","CHEM 30A","Chemical Dynamics and Reactivity: Introduction to Organic Chemistry","CHEM","stem",4.4,1.7,4.3,1.4,4.1,0.0205,0.1515,0.069,0.1005,0.176,0.071,0.0915,0.156,0.0825,0,0.0225,0,0.059,2.67985,"He is the best professor I've had so far. Comparing all the chemistry professors I've had, he is the most effective. Not only is he an excellent lecturer, his personality is welcoming and is entertaining in class. Most of my studying was just from lecture notes because he is very good at explaining, simplifying, and covering all the material in the book. I only read the textbook when the exams were coming close just so I can have a more solid understanding of the concepts.",NA,NA
"Sharon Neufeldt","CHEM 30A","Chemical Dynamics and Reactivity: Introduction to Organic Chemistry","CHEM","stem",4.6,3.8,4.8,3.6,4.6,0.0585,0.1075,0.0935,0.1105,0.1075,0.11,0.1115,0.1075,0.0855,0.0675,0.0155,0.0025,0.022,2.7159,"I took her for Chem 30A and 30B, and she's been one of my favorite professors ever. Her lectures were always clear and she always gave out material handouts that supplemented the test. She also did really helpful review session before exams. She's also really nice to talk to!","Fall 2013","B+"
